"route_set_type","path_template","view_route","route_type","route_n_views","path_id","n_layers","mediator_path","key_path","first_view","first_mediator","terminal_view","terminal_mediator","a","d_product","b","sequential_score","abs_sequential_score","p_a","max_p_d","p_b","fusion_mode","p_primary","min_abs_cor","max_q_cor","q_primary_global","q_primary"
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2712,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:betaine","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::betaine","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","betaine",0.959556022032589,-0.222530874926139,0,0,0,0.00261930146373928,0.261067426141138,NA,"early",0.261067426141138,0.223507240173521,0.340404684558381,0.573794268244993,0.573794268244993
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2713,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:hypoxanthine","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::hypoxanthine","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","hypoxanthine",0.959556022032589,0.347832686721538,0,0,0,0.00261930146373928,0.075851324867826,NA,"early",0.075851324867826,0.222986850790114,0.340404684558381,0.48820120773177,0.48820120773177
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2714,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:N-carbamoylaspartate","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::N-carbamoylaspartate","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","N-carbamoylaspartate",0.959556022032589,-0.137378965613713,0,0,0,0.00261930146373928,0.491034682688631,NA,"early",0.491034682688631,0.222856753444262,0.340404684558381,0.691200827391006,0.691200827391006
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2715,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:lignoceroylcarnitine (C24)*","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::lignoceroylcarnitine (C24)*","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","lignoceroylcarnitine (C24)*",0.959556022032589,-0.332720242753988,0,0,0,0.00261930146373928,0.0900550784635699,NA,"early",0.0900550784635699,0.22272665609841,0.340404684558381,0.503916151585466,0.503916151585466
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2716,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:salicylate","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::salicylate","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","salicylate",0.959556022032589,-0.100875151766092,0,0,0,0.00261930146373928,0.614176235561273,NA,"early",0.614176235561273,0.222596558752558,0.340404684558381,0.761730112705686,0.761730112705686
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2717,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:arachidate (20:0)","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::arachidate (20:0)","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","arachidate (20:0)",0.959556022032589,-0.132380084230715,0,0,0,0.00261930146373928,0.505459716876659,NA,"early",0.505459716876659,0.221815974677447,0.340404684558381,0.699567667438192,0.699567667438192
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2718,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:4-hydroxyhippurate","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::4-hydroxyhippurate","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","4-hydroxyhippurate",0.959556022032589,-0.0606818918568916,0,0,0,0.00261930146373928,0.755905938714811,NA,"early",0.755905938714811,0.221685877331595,0.340404684558381,0.850959203310947,0.850959203310947
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2719,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:steviol","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::steviol","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","steviol",0.959556022032589,-0.0113756011875308,0,0,0,0.00261930146373928,0.954442691364623,NA,"early",0.954442691364623,0.221295585294039,0.340404684558381,0.975773843284526,0.975773843284526
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2720,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:m-tyramine","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::m-tyramine","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","m-tyramine",0.959556022032589,-0.162321229774713,0,0,0,0.00261930146373928,0.407341697324108,NA,"early",0.407341697324108,0.220384903873076,0.340404684558381,0.645020665428806,0.645020665428806
"parallel_sequential","species_to_fecal","species -> fecal_metabolites","sequential",2,2721,2,"species:Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites:ferulate","species::Blautia_sp_OF03_15BH|t__SGB4779 -> fecal_metabolites::ferulate","species","Blautia_sp_OF03_15BH|t__SGB4779","fecal_metabolites","ferulate",0.959556022032589,0.563795148429815,0,0,0,0.00261930146373928,0.00253091966302713,NA,"early",0.00261930146373928,0.220124709181372,0.340404684558381,0.132806364314939,0.132806364314939
