"omics","mediator","a","p_a","q_a","b","p_b","selected_by_screen","selected_by_sis","score","abs_score","joint_p_ab","p_primary","q_primary_within_view","q_primary","p_primary_model_based","q_primary_global"
"species","Streptococcus_infantis|t__SGB8095",0.534075608946759,0.110126104049939,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","GGB6612_SGB9346|t__SGB9346",0.531198220297872,0.112131545632875,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Rhodobacteraceae_unclassified_SGB53807|t__SGB53807",-0.529914220929188,0.113035272801099,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Bacteroides_finegoldii|t__SGB1862",-0.526822030491165,0.115234155922036,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Parabacteroides_merdae|t__SGB1949",0.526195523537869,0.1156835574125,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Lachnospiraceae_bacterium|t__SGB4781",0.522115041851274,0.118642790552878,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Ruminococcaceae_bacterium|t__SGB14177",-0.520399365119719,0.119903813373907,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Anaerobutyricum_hallii|t__SGB4537",-0.519397115652423,0.1206450902391,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Ruminococcaceae_bacterium|t__SGB15275",-0.515780870657493,0.12334820148174,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Ruminococcaceae_bacterium|t__SGB53515",0.513370502895826,0.125174845556242,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Enterocloster_lavalensis|t__SGB4725",-0.512614234285807,0.125752096275411,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Oscillospiraceae_bacterium_NSJ_64|t__SGB82503",0.509690914870386,0.128002064156688,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Gordonibacter_urolithinfaciens|t__SGB14808",-0.508708479527438,0.128764877797654,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","GGB9694_SGB15204|t__SGB15204",-0.504515645614713,0.132058361444814,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Enterocloster_asparagiformis|t__SGB4724",-0.50403203679301,0.132442209523538,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Emergencia_timonensis|t__SGB3970",0.503874923166059,0.132567090550237,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Clostridia_bacterium|t__SGB4136",0.5018889150449,0.134153175539298,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Clostridia_bacterium|t__SGB15382",-0.500586208278429,0.135201139749885,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Dorea_formicigenerans|t__SGB4575",0.498446412289989,0.136935591809258,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Clostridia_bacterium|t__SGB14311",-0.497735906285627,0.137515115268445,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
"species","Actinomyces_oris|t__SGB15878",0.497657933404765,0.137578823564591,0.477206380323382,0,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA
